-75.9978	0.810696	0.206244
-46.7567	0.988265	0.105235
-32.1868	0.988033	0.647044
-27.8694	0.985051	0.653192
-23.1827	0.979451	0.72439
-21.8397	0.97493	0.469526
-27.6258	0.979165	0.541463
-36.163	0.981389	0.532111
-64.5158	0.983406	0.124948
-75.2213	0.836793	0.543749
-75.3435	0.893777	0.59943
-78.3034	0.699605	0.470348
-78.5562	0.720186	0.552735
-77.7874	0.760915	0.583887
-73.5722	0.914667	0.817985
-47.2473	0.763595	0.0690759
-40.5837	0.870184	0.228763
-45.6785	0.77966	0.158116
-30.8889	0.979266	0.415904
-27.0589	0.96353	0.782268
-26.1588	0.956532	0.796729
-25.3364	0.943688	0.635334
-28.1432	0.955621	0.339827
-37.5885	0.960158	0.260173
-56.3753	0.976113	0.667023
-52.8272	0.931451	0.182316
-46.2975	0.969519	0.12984
-57.4071	0.160883	0.0785287
-49.6316	0.176062	0.136399
-51.6357	0.159375	0.139215
-49.9477	-0.024807	0.113346
-46.4097	-0.0688352	0.126099
-44.7794	0.252999	0.153561
-45.2425	0.721168	0.175409
-37.0653	0.98172	0.203182
-29.8609	0.985914	0.648354
-30.027	0.983612	0.706371
-30.9015	0.985617	0.707654
-33.166	0.988864	0.68111
-37.7049	0.992075	0.652673
-39.2436	0.993729	0.696619
-39.6746	0.993848	0.692269
-39.9302	0.995961	0.690518
-40.0648	0.996205	0.674851
-41.7487	0.991959	0.589062
-46.5813	0.901505	0.324303
-41.2574	0.64664	0.244373
-41.4669	0.526605	0.257563
-37.5828	0.80637	0.48433
-35.7909	0.912712	0.603178
-36.6913	0.84714	0.562596
-38.6931	0.61891	0.43882
-39.452	0.27491	0.23722
-38.86	0.212182	0.319807
-40.0604	0.237711	0.187661
-39.8972	0.462175	0.300483
-40.2058	0.711073	0.453991
-39.4076	0.8871	0.586202
-37.191	0.936126	0.617067
-36.0738	0.957093	0.61474
-37.3647	0.919863	0.519868
-42.3117	0.63106	0.112749
-66.2396	0.948862	0.376394
-46.2584	0.811499	0.204455
-39.532	0.378553	0.189828
-35.9627	0.446193	0.129339
-34.1213	0.593327	0.187297
-36.8379	0.720634	0.337358
-31.5857	0.966991	0.263247
-26.5087	0.972286	0.648218
-24.615	0.965541	0.627548
-24.8216	0.960778	0.626972
-27.4933	0.960616	0.638366
-29.8991	0.967216	0.658734
-31.0432	0.975782	0.671979
-32.1035	0.983066	0.640993
-37.9568	0.994068	0.651119
-39.0199	0.996204	0.684899
-40.0229	0.996557	0.668811
-43.3232	0.997006	0.61008
-46.3564	0.768282	0.280429
-38.4318	0.661818	0.145805
-34.9072	0.934606	0.444069
-34.0768	0.964933	0.586921
-37.724	0.970401	0.401944
-45.0858	0.984997	0.157282
-68.1694	0.959613	0.395058
-72.8547	0.929097	0.728307
-75.8469	0.84143	0.544237
-75.512	0.833505	0.538237
-65.7471	0.634307	0.078551
-40.9806	0.781608	0.385226
-41.5184	0.846971	0.272388
-43.1408	0.855527	0.174399
-37.354	0.967955	0.275568
-29.7104	0.970702	0.603238
-24.4285	0.963095	0.605176
-25.9354	0.9614	0.691789
-29.1089	0.972569	0.650656
-36.9799	0.989488	0.537198
-39.4297	0.996172	0.717467
-39.5979	0.995826	0.69814
-39.4811	0.995676	0.68126
-37.1223	0.989301	0.556702
-31.7723	0.982966	0.508608
-31.5496	0.980757	0.555301
-33.2479	0.977296	0.500422
-38.4853	0.960408	0.414801
-41.6849	0.964238	0.169928
-41.6105	0.875627	0.298941
-42.0976	0.725005	0.181105
-39.1148	0.775287	0.196154
-39.3172	0.860134	0.275689
-40.7436	0.621416	0.166832
-41.9685	0.364657	0.334884
-43.7144	0.0529118	0.126717
-44.3445	0.43438	0.170947
-48.1249	0.404305	0.235006
-47.2199	0.456386	0.185186
-48.0661	0.137005	0.121289
-54.0368	0.564007	0.100408
-47.8116	0.806308	0.159384
-48.9142	0.866134	0.174328
-43.3425	0.9783	0.263654
-42.1861	0.980813	0.491293
-40.0955	0.964097	0.367596
-33.38	0.956036	0.405993
-31.4746	0.92771	0.321351
-32.5884	0.903507	0.466449
-33.0007	0.902318	0.425581
-33.3625	0.912615	0.407651
-35.8943	0.911809	0.42838
-45.4753	0.970118	0.343103
-54.0878	0.850273	0.153643
-56.5609	0.0572284	0.100817
-54.2077	-0.0162685	0.187826
-52.8802	0.0787766	0.139424
-52.5685	0.391494	0.114536
-49.0747	0.577572	0.112504
-50.6972	0.436627	0.198763
-49.4733	0.417059	0.171496
-49.8578	0.503529	0.145929
-50.1831	0.731668	0.218906
-50.005	0.869776	0.314461
-46.2152	0.964788	0.180417
-33.42	0.974236	0.335041
-30.7485	0.966745	0.398646
-29.6475	0.96694	0.372598
-30.3202	0.970661	0.471719
-32.6329	0.978053	0.376217
-37.1773	0.9892	0.342698
-42.6055	0.994998	0.418734
-44.1186	0.994776	0.45573
-44.5095	0.993938	0.443943
-45.17	0.993	0.496923
-45.8191	0.993666	0.456601
-47.3728	0.995169	0.446863
-50.5338	0.987086	0.479153
-54.3539	0.928915	0.405556
-59.1979	0.667504	0.359923
-63.2935	0.212958	0.246416
-64.4073	-0.331048	0.112134
-65.5682	-0.377325	0.219911
-66.3573	-0.376437	0.160209
-67.4001	-0.261586	0.15868
